frequency_GHz,gain_dB,frequency_GHz,gain_dB,frequency_GHz,gain_dB
,,,,12.007,19.66505763
,,,,12.008,19.66665007
,,,,12.009,19.66803016
,,,,12.01,19.66919611
,,,,12.011,19.6701463
,,,,12.012,19.6708793
,,,,12.013,19.67139387
,,,,12.014,19.67168898
,,,,12.015,19.67176379
,,,,12.016,19.67161765
,,,,12.017,19.67125015
,,,,12.018,19.67066106
,,,,12.019,19.66985038
,,,,12.02,19.66881833
,,,,12.021,19.66756536
,,,,12.022,19.66609214
,,,,12.023,19.66439956
,,,,12.024,19.66248876
,,,,12.025,19.66036114
,,,,12.026,19.65801831
,,,,12.027,19.65546216
,,,,12.028,19.65269481
,,,,12.029,19.64971865
,,,,12.03,19.64653634
,,,,12.031,19.6431508
,,,,12.032,19.63956522
,,,,12.033,19.63578307
,,,,12.034,19.63180808
,,,,12.035,19.62764428
,,,,12.036,19.62329598
,,,,12.037,19.61876775
,,,,12.038,19.61406447
,,,,12.039,19.60919128
,,,,12.04,19.6041536
,,,,12.041,19.59895713
,,,,12.042,19.59360782
,,,,12.043,19.58811189
,,,,12.044,19.58247578
,,,,12.045,19.57670618
,,,,12.046,19.57080998
,,,,12.047,19.56479425
,,,,12.048,19.55866623
,,,,12.049,19.5524333
,,,,12.05,19.54610292
,,,,12.051,19.53968265
,,,,12.052,19.53318005
,,,,12.053,19.52660267
,,,,12.054,19.51995801
,,,,12.055,19.51325348
,,,,12.056,19.50649631
,,,,12.057,19.49969355
,,,,12.058,19.492852
,,,,12.059,19.48597819
,,,,12.06,19.47907831
,,,,12.061,19.47215817
,,,,12.062,19.46522322
,,,,12.063,19.45827846
,,,,12.064,19.45132846
,,,,12.065,19.44437735
,,,,12.066,19.43742881
,,,,12.067,19.43048608
,,,,12.068,19.42355198
,,,,12.069,19.41662892
,,,,12.07,19.40971896
,,,,12.071,19.40282383
,,,,12.072,19.39594498
,,,,12.073,19.3890836
,,,,12.074,19.38224074
,,,,12.075,19.37541729
,,,,12.076,19.36861407
,,,,12.077,19.36183186
,,,,12.078,19.35507149
,,,,12.079,19.34833381
,,,,12.08,19.34161982
,,,,12.081,19.33493061
,,,,12.082,19.32826746
,,,,12.083,19.32163183
,,,,12.084,19.31502538
,,,,12.085,19.30844998
,,,,12.086,19.30190772
,,,,12.087,19.2954009
,,,,12.088,19.28893204
,,,,12.089,19.28250386
,,,,12.09,19.27611926
,,,,12.091,19.26978133
,,,,12.092,19.26349333
,,,,12.093,19.25725864
,,,,12.094,19.25108078
,,,,12.095,19.24496337
,,,,12.096,19.23891011
,,,,12.097,19.23292478
,,,,12.098,19.22701119
,,,,12.099,19.22117319
,,,,12.1,19.21541466
,,,,12.101,19.20973944
,,,,12.102,19.20415139
,,,,12.103,19.19865431
,,,,12.104,19.19325199
,,,,12.105,19.18794815
,,,,12.106,19.18274644
,,,,12.107,19.17765048
,,,,12.108,19.17266378
,,,,12.109,19.1677898
,,,,12.11,19.16303192
,,,,12.111,19.15839341
,,,,12.112,19.15387751
,,,,12.113,19.14948734
,,,,12.114,19.14522597
,,,,12.115,19.14109639
,,,,12.116,19.13710154
,,,,12.117,19.13324427
,,,,12.118,19.12952743
,,,,12.119,19.12595377
,,,,12.12,19.12252607
,,,,12.121,19.11924704
,,,,12.122,19.1161194
,,,,12.123,19.11314589
,,,,12.124,19.11032925
,,,,12.125,19.10767224
,,,,12.126,19.10517768
,,,,12.127,19.10284842
,,,,12.128,19.10068741
,,,,12.129,19.09869763
,,,,12.13,19.09688217
,,,,12.131,19.09524419
,,,,12.132,19.09378695
,,,,12.133,19.0925138
,,,,12.134,19.09142817
,,,,12.135,19.09053357
,,,,12.136,19.08983357
,,,,12.137,19.0893318
,,,,12.138,19.08903191
,,,,12.139,19.08893756
,,,,12.14,19.08905235
,,,,12.141,19.08937984
,,,,12.142,19.08992346
,,,,12.143,19.09068651
,,,,12.144,19.09167204
,,,,12.145,19.0928829
,,,,12.146,19.0943216
,,,,12.147,19.09599031
,,,,12.148,19.0978908
,,,,12.149,19.1000244
,,,,12.15,19.10239194
,,,,12.151,19.10499374
,,,,12.152,19.10782958
,,,,12.153,19.11089866
,,,,12.154,19.11419962
,,,,12.155,19.1177305
,,,,12.156,19.12148879
,,,,12.157,19.1254714
,,,,12.158,19.12967473
,,,,12.159,19.13409464
,,,,12.16,19.13872653
,,,,12.161,19.14356538
,,,,12.162,19.14860576
,,,,12.163,19.15384189
,,,,12.164,19.15926772
,,,,12.165,19.16487691
,,,,12.166,19.17066294
,,,,12.167,19.17661911
,,,,12.168,19.18273859
,,,,12.169,19.18901447
,,,,12.17,19.19543978
,,,,12.171,19.20200754
,,,,12.172,19.20871076
,,,,12.173,19.21554244
,,,,12.174,19.22249568
,,,,12.175,19.22956357
,,,,12.176,19.2367393
,,,,12.177,19.24401613
,,,,12.178,19.25138737
,,,,12.179,19.25884642
,,,,12.18,19.26638675
,,,,12.181,19.27400193
,,,,12.182,19.28168556
,,,,12.183,19.28943133
,,,,12.184,19.29723301
,,,,12.185,19.30508438
,,,,12.186,19.31297933
,,,,12.187,19.32091175
,,,,12.188,19.3288756
,,,,12.189,19.33686485
,,,,12.19,19.34487352
,,,,12.191,19.35289566
,,,,12.192,19.36092532
,,,,12.193,19.36895657
,,,,12.194,19.37698353
,,,,12.195,19.38500027
,,,,12.196,19.39300093
,,,,12.197,19.40097963
,,,,12.198,19.40893048
,,,,12.199,19.41684762
,,,,12.2,19.42472519
,,,,12.201,19.43255734
,,,,12.202,19.44033822
,,,,12.203,19.44806199
,,,,12.204,19.45572283
,,,,12.205,19.46331492
,,,,12.206,19.47083247
,,,,12.207,19.4782697
,,,,12.208,19.48562085
,,,,12.209,19.49288019
,,,,12.21,19.50004203
,,,,12.211,19.5071007
,,,,12.212,19.51405057
,,,,12.213,19.52088605
,,,,12.214,19.52760162
,,,,12.215,19.53419179
,,,,12.216,19.54065112
,,,,12.217,19.54697426
,,,,12.218,19.55315589
,,,,12.219,19.5591908
,,,,12.22,19.56507383
,,,,12.221,19.5707999
,,,,12.222,19.57636403
,,,,12.223,19.58176131
,,,,12.224,19.58698695
,,,,12.225,19.59203625
,,,,12.226,19.59690459
,,,,12.227,19.6015875
,,,,12.228,19.60608059
,,,,12.229,19.61037962
,,,,12.23,19.61448045
,,,,12.231,19.61837907
,,,,12.232,19.62207163
,,,,12.233,19.62555439
,,,,12.234,19.62882379
,,,,12.235,19.6318764
,,,,12.236,19.63470895
,,,,12.237,19.63731835
,,,,12.238,19.63970166
,,,,12.239,19.64185613
,,,,12.24,19.64377921
,,,,12.241,19.6454685
,,,,12.242,19.64692183
,,,,12.243,19.64813722
,,,,12.244,19.64911289
,,,,12.245,19.64984727
,,,,12.246,19.65033901
,,,,12.247,19.65058698
,,,,12.248,19.65059026
,,,,12.249,19.65034818
,,,,12.25,19.64986026
,,,,12.251,19.6491263
,,,,12.252,19.64814627
,,,,12.253,19.64692043
,,,,12.254,19.64544925
,,,,12.255,19.64373341
,,,,12.256,19.64177387
,,,,12.257,19.63957179
,,,,12.258,19.63712857
,,,,12.259,19.63444585
,,,,12.26,19.6315255
,,,,12.261,19.6283696
,,,,12.262,19.62498049
,,,,12.263,19.62136071
,,,,12.264,19.61751303
,,,,12.265,19.61344045
,,,,12.266,19.60914618
,,,,12.267,19.60463366
,,,,12.268,19.59990653
,,,,12.269,19.59496865
,,,,12.27,19.5898241
,,,,12.271,19.58447716
,,,,12.272,19.57893232
,,,,12.273,19.57319426
,,,,12.274,19.56726788
,,,,12.275,19.56115829
,,,,12.276,19.55487077
,,,,12.277,19.54841081
,,,,12.278,19.54178411
,,,,12.279,19.53499654
,,,,12.28,19.52805416
,,,,12.281,19.52096325
,,,,12.282,19.51373024
,,,,12.283,19.50636175
,,,,12.284,19.4988646
,,,,12.285,19.49124578
,,,,12.286,19.48351243
,,,,12.287,19.47567187
,,,,12.288,19.46773159
,,,,12.289,19.45969922
,,,,12.29,19.45158254
,,,,12.291,19.44338944
,,,,12.292,19.43512796
,,,,12.293,19.42680622
,,,,12.294,19.41843243
,,,,12.295,19.41001487
,,,,12.296,19.40156184
,,,,12.297,19.39308168
,,,,12.298,19.38458269
,,,,12.299,19.37607316
,,,,12.3,19.36756125
,,,,12.301,19.35905504
,,,,12.302,19.35056243
,,,,12.303,19.34209112
,,,,12.304,19.33364859
,,,,12.305,19.32524202
,,,,12.306,19.31687827
,,,,12.307,19.30856385
,,,,12.308,19.30030487
,,,,12.309,19.29210703
,,,,12.31,19.28397557
,,,,12.311,19.27591527
,,,,12.312,19.26793042
,,,,12.313,19.26002486
,,,,12.314,19.25220193
,,,,12.315,19.24446453
,,,,12.316,19.23681513
,,,,12.317,19.22925576
,,,,12.318,19.22178813
,,,,12.319,19.2144136
,,,,12.32,19.20713324
,,,,12.321,19.19994793
,,,,12.322,19.19285835
,,,,12.323,19.18586506
,,,,12.324,19.17896857
,,,,12.325,19.17216934
,,,,12.326,19.16546789
,,,,12.327,19.15886477
,,,,12.328,19.15236063
,,,,12.329,19.14595627
,,,,12.33,19.1396526
,,,,12.331,19.13345072
,,,,12.332,19.12735189
,,,,12.333,19.12135753
,,,,12.334,19.11546926
,,,,12.335,19.10968884
,,,,12.336,19.1040182
,,,,12.337,19.09845941
,,,,12.338,19.09301468
,,,,12.339,19.08768629
,,,,12.34,19.08247667
,,,,12.341,19.07738827
,,,,12.342,19.07242363
,,,,12.343,19.0675853
,,,,12.344,19.06287586
,,,,12.345,19.05829787
,,,,12.346,19.05385388
,,,,12.347,19.04954642
,,,,12.348,19.04537794
,,,,12.349,19.04135085
,,,,12.35,19.03746748
,,,,12.351,19.03373009
,,,,12.352,19.03014083
,,,,12.353,19.02670176
,,,,12.354,19.02341485
,,,,12.355,19.02028195
,,,,12.356,19.01730483
,,,,12.357,19.01448512
,,,,12.358,19.01182438
,,,,12.359,19.00932405
,,,,12.36,19.00698547
,,,,12.361,19.00480991
,,,,12.362,19.00279854
,,,,12.363,19.00095247
,,,,12.364,18.99927272
,,,,12.365,18.99776029
,,,,12.366,18.99641613
,,,,12.367,18.99524115
,,,,12.368,18.99423626
,,,,12.369,18.99340239
,,,,12.37,18.99274047
,,,,12.371,18.99225148
,,,,12.372,18.99193645
,,,,12.373,18.99179649
,,,,12.374,18.99183279
,,,,12.375,18.99204665
,,,,12.376,18.9924395
,,,,12.377,18.99301289
,,,,12.378,18.9937685
,,,,12.379,18.99470818
,,,,12.38,18.99583389
,,,,12.381,18.99714775
,,,,12.382,18.99865203
,,,,12.383,19.00034909
,,,,12.384,19.00224138
,,,,12.385,19.00433144
,,,,12.386,19.00662183
,,,,12.387,19.00911507
,,,,12.388,19.01181366
,,,,12.389,19.01471996
,,,,12.39,19.01783614
,,,,12.391,19.02116415
,,,,12.392,19.02470563
,,,,12.393,19.02846183
,,,,12.394,19.03243359
,,,,12.395,19.03662124
,,,,12.396,19.04102456
,,,,12.397,19.04564273
,,,,12.398,19.05047429
,,,,12.399,19.05551711
,,,,12.4,19.06076839
,,,,12.401,19.06622461
,,,,12.402,19.0718816
,,,,12.403,19.07773448
,,,,12.404,19.08377776
,,,,12.405,19.09000531
,,,,12.406,19.09641048
,,,,12.407,19.10298607
,,,,12.408,19.10972444
,,,,12.409,19.11661755
,,,,12.41,19.12365704
,,,,12.411,19.13083427
,,,,12.412,19.13814036
,,,,12.413,19.1455663
,,,,12.414,19.15310296
,,,,12.415,19.16074115
,,,,12.416,19.16847168
,,,,12.417,19.17628535
,,,,12.418,19.18417306
,,,,12.419,19.19212575
,,,,12.42,19.20013449
,,,,12.421,19.20819047
,,,,12.422,19.21628501
,,,,12.423,19.22440958
,,,,12.424,19.23255581
,,,,12.425,19.24071548
,,,,12.426,19.24888053
,,,,12.427,19.25704306
,,,,12.428,19.26519532
,,,,12.429,19.27332971
,,,,12.43,19.2814388
,,,,12.431,19.28951527
,,,,12.432,19.29755197
,,,,12.433,19.30554187
,,,,12.434,19.31347806
,,,,12.435,19.32135377
,,,,12.436,19.32916234
,,,,12.437,19.33689723
,,,,12.438,19.344552
,,,,12.439,19.35212035
,,,,12.44,19.35959604
,,,,12.441,19.36697299
,,,,12.442,19.37424518
,,,,12.443,19.38140672
,,,,12.444,19.3884518
,,,,12.445,19.39537474
,,,,12.446,19.40216994
,,,,12.447,19.40883192
,,,,12.448,19.4153553
,,,,12.449,19.42173481
,,,,12.45,19.42796529
,,,,12.451,19.43404168
,,,,12.452,19.43995906
,,,,12.453,19.4457126
,,,,12.454,19.45129759
,,,,12.455,19.45670947
,,,,12.456,19.46194376
,,,,12.457,19.46699613
,,,,12.458,19.47186238
,,,,12.459,19.47653842
,,,,12.46,19.4810203
,,,,12.461,19.4853042
,,,,12.462,19.48938643
,,,,12.463,19.49326344
,,,,12.464,19.49693179
,,,,12.465,19.50038821
,,,,12.466,19.50362954
,,,,12.467,19.50665277
,,,,12.468,19.50945501
,,,,12.469,19.51203352
,,,,12.47,19.51438571
,,,,12.471,19.51650911
,,,,12.472,19.51840141
,,,,12.473,19.52006045
,,,,12.474,19.52148419
,,,,12.475,19.52267079
,,,,12.476,19.52361853
,,,,12.477,19.52432588
,,,,12.478,19.52479146
,,,,12.479,19.52501409
,,,,12.48,19.52499274
,,,,12.481,19.5247266
,,,,12.482,19.52421502
,,,,12.483,19.52345758
,,,,12.484,19.52245405
,,,,12.485,19.52120441
,,,,12.486,19.51970886
,,,,12.487,19.51796781
,,,,12.488,19.5159819
,,,,12.489,19.51375199
,,,,12.49,19.51127916
,,,,12.491,19.50856472
,,,,12.492,19.50561021
,,,,12.493,19.50241739
,,,,12.494,19.49898824
,,,,12.495,19.49532496
,,,,12.496,19.49142997
,,,,12.497,19.4873059
,,,,12.498,19.4829556
,,,,12.499,19.47838212
,,,,12.5,19.47358871
,,,,12.501,19.46857883
,,,,12.502,19.46335611
,,,,12.503,19.4579244
,,,,12.504,19.45228771
,,,,12.505,19.44645024
,,,,12.506,19.44041638
,,,,12.507,19.43419066
,,,,12.508,19.42777781
,,,,12.509,19.4211827
,,,,12.51,19.41441038
,,,,12.511,19.40746604
,,,,12.512,19.40035503
,,,,12.513,19.39308285
,,,,12.514,19.38565514
,,,,12.515,19.37807771
,,,,12.516,19.37035647
,,,,12.517,19.3624975
,,,,12.518,19.354507
,,,,12.519,19.3463913
,,,,12.52,19.33815688
,,,,12.521,19.32981033
,,,,12.522,19.32135836
,,,,12.523,19.31280784
,,,,12.524,19.3041657
,,,,12.525,19.29543904
,,,,12.526,19.28663505
,,,,12.527,19.27776101
,,,,12.528,19.26882434
,,,,12.529,19.25983253
,,,,12.53,19.25079316
,,,,12.531,19.24171389
,,,,12.532,19.23260247
,,,,12.533,19.22346667
,,,,12.534,19.21431434
,,,,12.535,19.20515334
,,,,12.536,19.19599152
,,,,12.537,19.18683676
,,,,12.538,19.17769686
,,,,12.539,19.16857959
,,,,12.54,19.1594926
,,,,12.541,19.15044345
,,,,12.542,19.14143951
,,,,12.543,19.13248798
,,,,12.544,19.12359582
,,,,12.545,19.11476975
,,,,12.546,19.10601616
,,,,12.547,19.09734113
,,,,12.548,19.08875037
,,,,12.549,19.08024918
,,,,12.55,19.07184246
,,,,12.551,19.06353468
,,,,12.552,19.05532985
,,,,12.553,19.04723152
,,,,12.554,19.03924281
,,,,12.555,19.0313664
,,,,12.556,19.02360457
,,,,12.557,19.01595917
,,,,12.558,19.00843176
,,,,12.559,19.00102354
,,,,12.56,18.99373547
,,,,12.561,18.9865683
,,,,12.562,18.9795226
,,,,12.563,18.97259885
,,,,12.564,18.96579748
,,,,12.565,18.95911887
,,,,12.566,18.95256432
,,,,12.567,18.94613154
,,,,12.568,18.93982409
,,,,12.569,18.93364161
,,,,12.57,18.92758499
,,,,12.571,18.92165523
,,,,12.572,18.91585352
,,,,12.573,18.91018117
,,,,12.574,18.90463968
,,,,12.575,18.89923065
,,,,12.576,18.89395585
,,,,12.577,18.88881711
,,,,12.578,18.88381639
,,,,12.579,18.87895569
,,,,12.58,18.87423706
,,,,12.581,18.86966261
,,,,12.582,18.86523447
,,,,12.583,18.86095484
,,,,12.584,18.85682602
,,,,12.585,18.85285041
,,,,12.586,18.84903026
,,,,12.587,18.84536745
,,,,12.588,18.84186338
,,,,12.589,18.83851931
,,,,12.59,18.83533657
,,,,12.591,18.83231653
,,,,12.592,18.82946053
,,,,12.593,18.82676982
,,,,12.594,18.82424549
,,,,12.595,18.82188852
,,,,12.596,18.81969973
,,,,12.597,18.81767979
,,,,12.598,18.81582925
,,,,12.599,18.81414853
,,,,12.6,18.81263796
,,,,12.601,18.81129772
,,,,12.602,18.81012793
,,,,12.603,18.80912863
,,,,12.604,18.80829976
,,,,12.605,18.80764125
,,,,12.606,18.80715298
,,,,12.607,18.80683479
,,,,12.608,18.80668658
,,,,12.609,18.80670821
,,,,12.61,18.80689964
,,,,12.611,18.80726087
,,,,12.612,18.80779201
,,,,12.613,18.80849326
,,,,12.614,18.809365
,,,,12.615,18.8104077
,,,,12.616,18.81162207
,,,,12.617,18.81300897
,,,,12.618,18.81456949
,,,,12.619,18.81630489
,,,,12.62,18.81821673
,,,,12.621,18.82030667
,,,,12.622,18.82257662
,,,,12.623,18.82502867
,,,,12.624,18.82766505
,,,,12.625,18.8304881
,,,,12.626,18.83350022
,,,,12.627,18.83670382
,,,,12.628,18.84010128
,,,,12.629,18.84369483
,,,,12.63,18.84748653
,,,,12.631,18.8514696
,,,,12.632,18.8556706
,,,,12.633,18.86006571
,,,,12.634,18.86466341
,,,,12.635,18.8694636
,,,,12.636,18.87446546
,,,,12.637,18.87966749
,,,,12.638,18.88506741
,,,,12.639,18.89066219
,,,,12.64,18.896448
,,,,12.641,18.90242024
,,,,12.642,18.90857352
,,,,12.643,18.91490175
,,,,12.644,18.92139813
,,,,12.645,18.92805522
,,,,12.646,18.93486501
,,,,12.647,18.94181898
,,,,12.648,18.94890819
,,,,12.649,18.95612332
,,,,12.65,18.96345477
,,,,12.651,18.97089272
,,,,12.652,18.97842719
,,,,12.653,18.98604814
,,,,12.654,18.99374546
,,,,12.655,19.00150908
,,,,12.656,19.00932898
,,,,12.657,19.01719527
,,,,12.658,19.02509815
,,,,12.659,19.03302799
,,,,12.66,19.04097535
,,,,12.661,19.04893097
,,,,12.662,19.05688587
,,,,12.663,19.06483135
,,,,12.664,19.07275404
,,,,12.665,19.08065407
,,,,12.666,19.08851909
,,,,12.667,19.09634015
,,,,12.668,19.10410963
,,,,12.669,19.11181971
,,,,12.67,19.11946267
,,,,12.671,19.12703102
,,,,12.672,19.13451754
,,,,12.673,19.14191528
,,,,12.674,19.14921756
,,,,12.675,19.15641783
,,,,12.676,19.16350957
,,,,12.677,19.17048636
,,,,12.678,19.17734156
,,,,12.679,19.18407777
,,,,12.68,19.1906673
,,,,12.681,19.19712201
,,,,12.682,19.20343126
,,,,12.683,19.20960069
,,,,12.684,19.21559758
,,,,12.685,19.22143766
,,,,12.686,19.22711103
,,,,12.687,19.23261207
,,,,12.688,19.23793568
,,,,12.689,19.24307729
,,,,12.69,19.24803073
,,,,12.691,19.25279682
,,,,12.692,19.25735925
,,,,12.693,19.26172424
,,,,12.694,19.26588425
,,,,12.695,19.26983509
,,,,12.696,19.27357275
,,,,12.697,19.27709334
,,,,12.698,19.28039311
,,,,12.699,19.28346843
,,,,12.7,19.2863158
,,,,12.701,19.28893187
,,,,12.702,19.29131342
,,,,12.703,19.29345748
,,,,12.704,19.29536431
,,,,12.705,19.29702198
,,,,12.706,19.29842725
,,,,12.707,19.29960044
,,,,12.708,19.30050572
,,,,12.709,19.30120347
,,,,12.71,19.3015641
,,,,12.711,19.301711
,,,,12.712,19.30159731
,,,,12.713,19.30122235
,,,,12.714,19.30058494
,,,,12.715,19.29968407
,,,,12.716,19.29851892
,,,,12.717,19.29708896
,,,,12.718,19.29539392
,,,,12.719,19.29343394
,,,,12.72,19.29120938
,,,,12.721,19.28871013
,,,,12.722,19.28596242
,,,,12.723,19.28293973
,,,,12.724,19.27966699
,,,,12.725,19.27613496
,,,,12.726,19.27234282
,,,,12.727,19.26829398
,,,,12.728,19.2639803
,,,,12.729,19.25944485
,,,,12.73,19.25464029
,,,,12.731,19.24961194
,,,,12.732,19.24433785
,,,,12.733,19.23882838
,,,,12.734,19.23307939
,,,,12.735,19.22711488
,,,,12.736,19.22092609
,,,,12.737,19.21451998
,,,,12.738,19.20789449
,,,,12.739,19.20107557
,,,,12.74,19.19404715
,,,,12.741,19.18681547
,,,,12.742,19.17940938
,,,,12.743,19.17181069
,,,,12.744,19.16401608
,,,,12.745,19.15608205
,,,,12.746,19.1479655
,,,,12.747,19.13967251
,,,,12.748,19.13124555
,,,,12.749,19.12267321
,,,,12.75,19.11395985
,,,,12.751,19.10511207
,,,,12.752,19.09613153
,,,,12.753,19.08703577
,,,,12.754,19.07782783
,,,,12.755,19.0685128
,,,,12.756,19.05909907
,,,,12.757,19.04959801
,,,,12.758,19.04000998
,,,,12.759,19.03034053
,,,,12.76,19.02062063
,,,,12.761,19.01083276
,,,,12.762,19.00098586
,,,,12.763,18.99110211
,,,,12.764,18.9811852
,,,,12.765,18.97123446
,,,,12.766,18.96125146
,,,,12.767,18.9512799
,,,,12.768,18.941298
,,,,12.769,18.93131315
,,,,12.77,18.92132865
,,,,12.771,18.91138706
,,,,12.772,18.90147009
,,,,12.773,18.89156752
,,,,12.774,18.88172878
,,,,12.775,18.87194277
,,,,12.776,18.86220939
,,,,12.777,18.85253934
,,,,12.778,18.84293547
,,,,12.779,18.83342575
,,,,12.78,18.82399616
,,,,12.781,18.81465631
,,,,12.782,18.80540741
,,,,12.783,18.79627025
,,,,12.784,18.7872441
,,,,12.785,18.77832597
,,,,12.786,18.76951421
,,,,12.787,18.76081864
,,,,12.788,18.75227469
,,,,12.789,18.74384172
,,,,12.79,18.73552285
,,,,12.791,18.72732817
,,,,12.792,18.71929903
,,,,12.793,18.71138213
,,,,12.794,18.70359098
,,,,12.795,18.69592895
,,,,12.796,18.68842781
,,,,12.797,18.6810434
,,,,12.798,18.6738008
,,,,12.799,18.66668849
,,,,12.8,18.65971114
,,,,12.801,18.65284806
,,,,12.802,18.64617756
,,,,12.803,18.63961633
,,,,12.804,18.63319121
,,,,12.805,18.6268998
,,,,12.806,18.62078639
,,,,12.807,18.61479501
,,,,12.808,18.60894802
,,,,12.809,18.60324843
,,,,12.81,18.59770611
,,,,12.811,18.59232683
,,,,12.812,18.58709226
,,,,12.813,18.58200806
,,,,12.814,18.5770842
,,,,12.815,18.572347
,,,,12.816,18.56775376
,,,,12.817,18.56333166
,,,,12.818,18.55906785
,,,,12.819,18.55497648
,,,,12.82,18.55108632
,,,,12.821,18.54734436
,,,,12.822,18.54378398
,,,,12.823,18.54039214
,,,,12.824,18.53718292
,,,,12.825,18.53417763
,,,,12.826,18.53132827
,,,,12.827,18.52866759
,,,,12.828,18.526177
,,,,12.829,18.52388127
,,,,12.83,18.52177614
,,,,12.831,18.51983817
,,,,12.832,18.51808864
,,,,12.833,18.5165145
,,,,12.834,18.51512283
,,,,12.835,18.51393788
,,,,12.836,18.51290335
,,,,12.837,18.51205772
,,,,12.838,18.51138427
,,,,12.839,18.51088958
,,,,12.84,18.51059308
,,,,12.841,18.51044667
,,,,12.842,18.51047972
,,,,12.843,18.51068494
,,,,12.844,18.51105849
,,,,12.845,18.51161341
,,,,12.846,18.51233683
,,,,12.847,18.51321996
,,,,12.848,18.51428017
,,,,12.849,18.51549244
,,,,12.85,18.51688115
,,,,12.851,18.51845159
,,,,12.852,18.52016638
,,,,12.853,18.52206308
,,,,12.854,18.52411348
,,,,12.855,18.52633868
,,,,12.856,18.52875279
,,,,12.857,18.53131394
,,,,12.858,18.53405703
,,,,12.859,18.53697969
,,,,12.86,18.54006635
,,,,12.861,18.54334397
,,,,12.862,18.54680797
,,,,12.863,18.55044188
,,,,12.864,18.55427565
,,,,12.865,18.55827625
,,,,12.866,18.56247277
,,,,12.867,18.56687034
,,,,12.868,18.57144046
,,,,12.869,18.57620403
,,,,12.87,18.58116827
,,,,12.871,18.58628573
,,,,12.872,18.59160439
,,,,12.873,18.59711266
,,,,12.874,18.60277455
,,,,12.875,18.60861983
,,,,12.876,18.61462742
,,,,12.877,18.62077777
,,,,12.878,18.62709264
,,,,12.879,18.6335504
,,,,12.88,18.64013381
,,,,12.881,18.64685415
,,,,12.882,18.6536726
,,,,12.883,18.66059946
,,,,12.884,18.66763196
,,,,12.885,18.67474527
,,,,12.886,18.6819335
,,,,12.887,18.68919879
,,,,12.888,18.69648713
,,,,12.889,18.70383816
,,,,12.89,18.71122635
,,,,12.891,18.71863424
,,,,12.892,18.72605828
,,,,12.893,18.73349551
,,,,12.894,18.74089812
,,,,12.895,18.74829796
,,,,12.896,18.75568247
,,,,12.897,18.76302911
,,,,12.898,18.77033499
,,,,12.899,18.77759815
,,,,12.9,18.78477207
,,,,12.901,18.79189228
,,,,12.902,18.79894653
,,,,12.903,18.8059156
,,,,12.904,18.81279294
,,,,12.905,18.81957893
,,,,12.906,18.82623874
,,,,12.907,18.83278544
,,,,12.908,18.83923122
,,,,12.909,18.84555141
,,,,12.91,18.85173616
,,,,12.911,18.85778788
,,,,12.912,18.86369132
,,,,12.913,18.86941378
,,,,12.914,18.87501616
,,,,12.915,18.88045619
,,,,12.916,18.8857283
,,,,12.917,18.89082976
,,,,12.918,18.89575851
,,,,12.919,18.90046041
,,,,12.92,18.90502143
,,,,12.921,18.90938983
,,,,12.922,18.91356398
,,,,12.923,18.91753377
,,,,12.924,18.92130364
,,,,12.925,18.92483948
,,,,12.926,18.92817539
,,,,12.927,18.93131256
,,,,12.928,18.93422867
,,,,12.929,18.93691752
,,,,12.93,18.93937747
,,,,12.931,18.94160515
,,,,12.932,18.94356284
,,,,12.933,18.94532847
,,,,12.934,18.94684582
,,,,12.935,18.948119
,,,,12.936,18.94913356
,,,,12.937,18.9498971
,,,,12.938,18.95038586
,,,,12.939,18.95061676
,,,,12.94,18.95060995
,,,,12.941,18.95033156
,,,,12.942,18.94978325
,,,,12.943,18.9489559
,,,,12.944,18.94785549
,,,,12.945,18.94644588
,,,,12.946,18.94480351
,,,,12.947,18.94287992
,,,,12.948,18.94067486
,,,,12.949,18.93818343
,,,,12.95,18.93540935
,,,,12.951,18.93235371
,,,,12.952,18.92899078
,,,,12.953,18.92540437
,,,,12.954,18.92153089
,,,,12.955,18.91738537
,,,,12.956,18.91296055
,,,,12.957,18.90827035
,,,,12.958,18.90331319
,,,,12.959,18.89807834
,,,,12.96,18.89263833
,,,,12.961,18.88693446
,,,,12.962,18.88098701
,,,,12.963,18.87478927
,,,,12.964,18.86836019
,,,,12.965,18.86169801
,,,,12.966,18.85480058
,,,,12.967,18.84773177
,,,,12.968,18.84043689
,,,,12.969,18.83293852
,,,,12.97,18.82523262
,,,,12.971,18.81733827
,,,,12.972,18.80925605
,,,,12.973,18.80098321
,,,,12.974,18.79258581
,,,,12.975,18.78400677
,,,,12.976,18.77527026
,,,,12.977,18.76637731
,,,,12.978,18.75734258
,,,,12.979,18.74817165
,,,,12.98,18.73885931
,,,,12.981,18.72947162
,,,,12.982,18.71995506
,,,,12.983,18.71033099
,,,,12.984,18.70060711
,,,,12.985,18.69079134
,,,,12.986,18.68089602
,,,,12.987,18.67091815
,,,,12.988,18.66090494
,,,,12.989,18.65083073
,,,,12.99,18.6407013
,,,,12.991,18.63053243
,,,,12.992,18.62032592
,,,,12.993,18.61009947
,,,,12.994,18.59985448
,,,,12.995,18.58960991
,,,,12.996,18.57938768
,,,,12.997,18.56916063
,,,,12.998,18.55895343
,,,,12.999,18.54877033
,,,,13,18.53862315
,,,,13.001,18.5285212
,,,,13.002,18.51847052
,,,,13.003,18.50849711
